,City Name,Lat,Long,Temperature,Humidity,Cloudiness,Wind Speed
322,vestmanna,66.05972102471841,-7.4832659689448064,33,78,70,2
323,marsh harbour,29.19006826943493,-73.09046197759368,72,70,98,6
325,kushiro,40.172828981004926,145.44838820078536,21,67,20,2
326,kodinar,20.36318565183069,70.58502530899526,60,77,9,4
327,kutum,16.453085517160986,25.466518384012033,47,24,77,3
328,palmer,57.4462445462579,-146.21548581527927,36,60,90,9
329,pafos,33.675510400264585,32.483435752125445,49,87,90,6
330,san-pedro,2.4889526524080168,-5.772927197635681,82,78,26,14
331,erenhot,44.21519615655015,112.7634906098503,17,86,100,3
332,bull savanna,15.313622338021716,-77.0127146517093,66,88,59,1
333,isla mujeres,22.22424124367825,-86.37138436876486,77,65,75,5
334,hualmay,-16.638671691461937,-89.42470423276193,71,79,89,5
335,clyde river,72.91072251202465,-75.42088230866426,-23,74,5,8
337,peniche,40.42459836582486,-12.674006128609506,57,100,75,11
338,kumla,58.820610407560935,15.346014567656482,38,86,100,4
339,pijijiapan,14.814256450976927,-93.77763989377158,76,77,48,4
340,port-gentil,-3.67776668680861,0.9883507776872023,82,77,5,7
341,chirongui,-14.404254405390176,44.629347472594304,78,94,0,2
342,kargasok,58.9774110032823,79.98009455224212,12,89,93,13
343,punta de bombon,-17.341795068071576,-71.905720189148,71,87,55,6
345,itoman,19.749887187524763,131.17893518609094,64,59,75,13
346,jieshi,21.06726402106402,115.81000737120337,48,69,65,3
347,chicama,-11.08917136153697,-84.91405668644063,71,94,20,9
348,chanute,37.70434754606356,-95.4969321631304,43,75,1,6
349,flic en flac,-20.32345493965785,57.106556648313244,71,83,40,5
350,luwuk,-2.497350521854898,124.02976674886787,81,80,22,4
351,mounana,-1.4140580714207687,13.488071279923957,73,78,98,2
352,bolu,40.04116346286159,31.412335002583745,31,76,100,4
353,gorontalo,0.7299746497384092,121.8905573172849,79,85,43,3
355,figeac,44.60056602729199,2.1538604724891854,43,93,100,14
356,evensk,64.13115889053833,160.68934428603836,18,94,100,6
358,champerico,8.019731970358436,-94.82443727963273,80,78,40,6
359,tilichiki,59.45602052658222,166.9787805609527,15,91,100,7
360,xining,32.87920360255487,98.42587098972791,12,71,83,3
361,salym,60.44209932216734,70.79241182653371,0,95,100,6
362,irbit,57.75291389311434,63.1947399105822,-8,98,79,7
363,saldanha,-34.39872813363901,14.449802649510758,57,76,76,5
364,tahta,25.711072593830238,29.7546280730634,46,52,39,6
365,payson,34.414692860137635,-111.07786520630962,37,64,90,4
366,alofi,-20.7005993373034,-169.1934102523814,84,74,20,6
367,cocorit,27.756096384128284,-109.77447983669914,75,33,5,8
368,vernon,33.60880851221968,-99.05356889260538,39,90,1,6
369,otane,-41.35846587149394,177.48296010003594,82,59,0,10
370,prince george,54.07762176583566,-122.30250398859204,35,69,1,4
371,ilulissat,69.11252227209397,-44.821988372068745,6,60,90,6
372,tarko-sale,64.14596949748022,77.98117916139682,0,85,100,14
373,shimoda,27.56459180780878,139.85268766853085,44,93,75,32
374,turukhansk,66.08348345156412,88.25006217643835,12,90,100,15
375,male,4.367396671941989,73.67682638898634,80,83,75,4
376,marawi,20.89327968879111,31.942666532349733,82,82,100,5
377,mount gambier,-44.34504188457004,134.88260537119464,69,56,99,8
378,abu dhabi,23.329753670054416,54.39968521358307,64,59,20,9
379,belaya gora,69.75758646076758,144.5049175505821,-30,98,93,4
380,port macquarie,-33.48573144242617,163.00003629909162,89,55,0,4
381,san rafael,-17.335246239280963,-59.948948840093095,77,47,26,14
382,mundo nuevo,19.813273524587316,-94.38648826418955,74,86,3,6
383,griffith,-34.78837068193185,145.90890979373972,32,97,90,2
384,nanortalik,52.90062697472189,-35.46949531338589,20,66,0,27
385,petropavlovsk-kamchatskiy,52.687674295505104,159.00613272969605,30,63,82,6
386,deputatskiy,70.79894907744972,141.636210987269,-32,68,80,6
387,mulanje,-15.902468950595335,35.48979192505524,66,96,100,4
388,dikson,81.62376519768898,76.3234327284485,-10,97,99,4
389,narsaq,89.01427786771168,-63.2906959803595,14,61,98,6
391,aripuana,-8.450903601104159,-60.706808603838624,76,92,67,1
392,outlook,51.03851577913903,-106.78905664375752,24,95,100,5
393,horsham,-36.017420617857645,140.99323053141183,41,93,40,9
394,kumluca,34.44203944830754,30.251215098897745,49,90,95,2
395,great yarmouth,54.44640580123581,1.6914927061833396,38,93,100,6
396,danane,6.928217196733328,-7.993019352426614,72,33,24,2
397,nishihara,20.11725331564054,133.58066268355515,64,59,75,13
398,kaohsiung,22.222601289971053,119.74539289193143,59,87,75,3
399,terrace,54.6065178201095,-128.73963832060693,34,93,90,0
400,takoradi,-1.871646577361176,-0.7245340224238817,77,88,24,1
401,taoudenni,25.34304703624909,-7.308126424411967,72,25,0,12
402,vardo,78.14499985878024,35.530343333980085,10,92,75,13
403,saint anthony,56.380771086480735,-55.624767494439496,22,92,75,6
404,baturaja,-5.505639524854047,103.40756216976393,73,97,100,0
405,marystown,39.22140661453693,-52.55267397378773,32,92,67,13
406,bariri,-21.98362516255031,-49.04265406720549,80,42,15,2
407,mattru,3.399536080462269,-14.981187051574778,74,93,72,1
408,tongren,27.341006861094172,108.64465337561211,32,86,7,1
409,cukai,3.8706849992595096,105.53645921630186,77,100,40,6
410,sambava,-11.922508481653992,53.7591216610856,68,86,23,2
411,mazagao,-0.3437826096939318,-51.964867255780206,77,100,75,6
412,yellowknife,87.54997023182543,-111.01047150565095,19,92,90,9
413,manono,-8.001534511347117,28.174301937006305,68,92,95,2
414,sao domingos,-13.673519250751198,-46.399854205592305,69,97,97,2
415,manggar,-2.091765546972624,108.49535153562289,81,80,99,7
418,haines junction,57.73901314328219,-141.116558880019,14,86,73,9
419,sao geraldo do araguaia,-6.802900822572212,-49.94397546464714,71,97,100,1
420,puerto palomas,31.53679073164848,-107.42725745175206,55,37,1,20
421,beeskow,52.1185865515632,14.216850457927677,42,81,75,12
422,talnakh,72.64277728016523,88.72222389858791,6,77,40,20
423,khor,47.81973824709223,135.42109426049473,3,87,0,3
424,ashland,41.73522749911271,-123.07564479601136,33,97,90,8
425,sainte-luce-sur-loire,47.30174804023943,-1.2825079549310487,45,87,40,11
426,along,33.84073774885462,95.39576931664203,41,82,0,4
427,esperance,-45.03742341509861,123.01480157888108,82,48,0,14
428,hobyo,3.522837746576215,54.19865822664917,77,75,95,22
429,zhigansk,68.82960276110973,119.53526079467389,-30,87,63,6
430,labuhan,-12.918339313577974,100.24984453756684,78,84,53,2
432,troitskoye,46.79446842874029,142.7394591055999,28,90,100,11
433,hofn,57.355867355542046,-15.452467691853002,40,63,45,10
434,teguise,30.432536789859782,-14.734557577089817,60,82,20,9
435,serra talhada,-7.819945152481068,-38.32552926561968,81,59,100,6
436,brae,64.52846797197944,0.8079523245970393,37,74,69,10
437,elko,40.52458467896082,-116.1974899033134,38,60,40,4
438,ginir,6.093186755881362,40.81241797007678,60,90,98,2
439,hami,46.223123027912266,95.13636985272814,10,65,75,0
441,tessalit,21.020258718532617,1.095326376971343,71,9,90,10
442,sabang,7.281298751844787,90.86998879036474,81,77,100,15
443,sao joao do piaui,-8.446805339058514,-41.692738342250806,73,89,90,0
444,oneonta,42.15719508283749,-74.56764798944052,30,83,99,1
445,manjacaze,-25.947988754584202,35.55266782742078,73,75,90,9
446,nynashamn,58.58618491261467,17.79339119478371,40,100,100,5
447,nizhniy tsasuchey,49.59131371307919,115.47958814027999,1,82,0,2
448,kamenka,66.81488244030623,42.55658033509695,32,95,100,1
449,camiri,-20.125168399482604,-63.8159092655937,71,65,20,3
450,bireun,4.794506501998512,96.31087681921423,66,95,91,0
451,gisborne,-41.05770907246591,179.50713363236116,88,46,0,7
452,eyl,3.997918265920248,55.71832157156956,76,74,68,27
453,angelopolis,6.068264277813498,-75.74380564411918,65,49,1,3
454,korla,36.39854983300545,86.28835826499949,13,60,0,4
455,vagur,60.4914029843533,-5.283513389240198,42,70,87,18
456,panama city,26.069068767588746,-86.93158758693458,77,74,40,5
457,hokitika,-39.40733621880189,166.5788062483337,64,89,99,6
458,bagdarin,53.85590584202376,113.8168643808616,-1,84,0,3
459,hecun,36.509844743130614,113.3686060743579,30,70,73,3
460,kaspiysk,43.204617871195865,48.39550984364769,30,86,0,6
461,bindura,-17.350016900918035,31.531864996719747,63,79,60,4
462,verkhnevilyuysk,60.316014967874054,120.41299509163713,-30,98,46,1
463,norman wells,71.69522195618904,-120.17157474590232,-16,68,75,11
464,tazovskiy,69.984178810982,80.12163384920206,1,94,100,13
465,kindu,-2.7822693486667163,24.765337245605224,68,89,59,1
466,alyangula,-14.906718313950975,140.98337193945844,87,74,100,12
467,west wendover,40.1323590898763,-114.69392448874349,48,45,90,9
468,tukrah,34.19602246040682,21.27820503732906,56,82,1,9
469,puerto baquerizo moreno,4.2901246408014515,-88.49940782692971,78,88,75,9
470,kavaratti,10.239252793358773,66.81034549827527,80,65,51,5
471,amnat charoen,15.620393810708208,104.65047924720699,69,73,100,10
472,djambala,-3.3005108159560734,14.414825045277496,72,82,71,4
473,torrington,42.81503792608018,-104.05580158140764,37,69,90,3
474,acarau,1.914231810790909,-39.6719513769217,78,85,86,4
475,khani,58.237670185169776,121.50392932119121,46,42,99,14
476,broome,-15.41063625351211,118.09848198904047,31,94,90,5
477,canillo,42.489938255672286,1.7730425089216055,35,71,91,1
478,maceio,-17.927045569071808,-27.26037952118176,77,88,20,5
479,artyom,41.74363653864998,50.62450250874829,42,70,0,11
480,bogotol,55.90817703753166,89.48361230024148,19,82,100,9
481,gamba,-6.334723152792634,6.018831144845564,77,86,80,2
482,mizan teferi,7.13674132333594,35.15095174074352,65,79,48,2
483,nechi,8.142065616969177,-74.64923660149407,75,91,64,5
484,husavik,67.7433970122533,-16.97875740747199,14,85,68,14
485,pemangkat,2.7305801357074557,108.29866207030938,77,92,100,6
486,lasa,32.089110996994805,93.52023419349825,29,92,90,1
487,puerto del rosario,25.61508470834464,-11.486282300662111,62,82,75,13
488,ust-kuyga,69.982593689619,136.75468979365218,-42,82,0,9
489,shieli,42.5548317265023,66.04727131508065,26,83,73,14
490,charters towers,-20.792742078515516,146.84165703596437,74,85,100,9
491,dali,27.681428393626675,98.69989469254966,28,91,0,1
492,dzilam gonzalez,24.110061892576354,-88.9925511186489,75,82,0,12
493,kangaatsiaq,69.22997424611972,-56.38678396861228,6,95,100,11
494,saquena,-5.196619460546998,-73.0963704749825,82,67,35,3
496,airai,19.025431174279134,145.45750542538877,77,73,87,1
497,lompoc,16.78096328963555,-133.0393282864749,64,67,1,17
498,vanimo,1.7871875639226147,139.80496957220606,83,78,100,13
499,carbondale,41.75718416288598,-75.10986674601905,32,83,90,8
500,luanda,-8.90179210680796,12.140405157649667,80,83,40,4
501,ixtapa,15.357343192401643,-102.43791886382725,77,61,40,8
502,mahibadhoo,4.44923264488051,66.69503345156812,80,74,72,9
503,port hedland,-21.7171860514091,121.34785127290303,91,55,18,9
504,natitingou,10.08461934184649,1.6182041266266367,75,15,5,9
505,tromso,73.89379039180767,17.707514434136954,14,78,97,3
506,broken hill,-28.401193070583012,140.8214150064917,82,23,0,12
507,kalmunai,6.338006257027089,85.78694525362761,79,68,75,9
509,henties bay,-25.354992194004026,2.659081288913086,62,91,0,7
510,whitecourt,53.924174133083795,-115.47893871342171,24,73,75,3
511,maraa,-1.4249717383431317,-66.23356744160311,78,80,36,2
512,camacari,-12.585344455848144,-37.61724788391598,82,78,40,8
513,bahia blanca,-37.001117742766155,-62.18114155411847,73,19,0,7
514,angoche,-17.81694841778068,42.445715985922504,75,95,100,3
515,yeppoon,-21.224301326644436,152.30740952343427,86,62,75,13
516,odder,55.98496776484188,10.114896648599569,42,93,100,5
517,sinnamary,9.36386724116305,-51.47730971786959,80,81,100,13
518,tari,-5.600068811659128,142.4205602690834,67,10,3,10
519,nantucket,38.1592247555499,-68.11808382308597,39,80,90,10
520,taft,31.985111529474224,54.09682590803476,17,51,0,4
521,sao jose da coroa grande,-11.150095572501854,-30.693849363732994,81,80,100,13
522,manicore,-6.598773524572721,-61.60902118087682,80,76,47,3
523,maningrida,-10.799086592764226,134.1954137181204,84,81,100,16
524,kindia,10.168258723011576,-12.604446000090547,67,34,79,3
525,raudeberg,68.46124010348453,1.4910278246882456,37,93,87,17
526,antalaha,-15.136382221651786,52.8013943138657,79,75,54,15
527,fare,-12.755884559136888,-148.9202560240507,82,74,83,10
528,alibag,18.37054969424952,71.23375377422596,73,78,20,5
529,clarksburg,38.87388204645836,-80.69505435711784,34,93,90,4
530,vaasa,63.522804650305176,21.37032395295924,28,92,90,10
531,konigswinter,50.668972452079515,7.240104160311176,43,81,75,14
532,eskisehir,39.854594092060466,30.846516802653156,36,69,75,4
533,karasuk,54.00187683624543,78.49220398937524,13,92,77,13
534,port blair,11.731181523435637,90.87340635953728,76,61,67,14
535,yerbogachen,61.27096349912517,108.27939176894358,-2,97,23,5
536,taree,-32.49427489734453,153.17779993661998,88,55,6,4
537,portales,34.0919442136051,-103.21891570614625,54,39,1,16
538,rocha,-48.428224786004805,-42.37127166249118,54,74,47,3
541,panguna,-6.266642408162923,155.42210037539553,83,63,33,4
542,baniachang,24.708273129372472,91.39938345097113,54,80,0,4
543,wamba,1.619407790681663,28.698612669934022,69,17,0,4
544,kyabe,8.483483257384393,19.202972373876833,68,16,19,5
545,buraydah,27.427600829950592,42.51730388140811,37,69,0,2
546,souillac,-35.129469091410854,66.08585561427205,71,83,40,5
547,bogashevo,56.10385112518108,85.03539827093658,26,79,100,15
548,shelburne,40.13319606010455,-64.6854285205744,30,86,90,2
549,thaton,16.704572954961975,97.11957896380375,53,92,0,2
550,marshfield,44.64920444552109,-89.99761254461053,28,79,90,4
551,cururupu,0.7802290833009238,-44.14413709773538,74,97,100,2
552,shenjiamen,28.99471301704486,124.27262494678604,44,75,67,22
553,novikovo,46.079349348065364,142.88628802292408,29,96,97,4
554,mnogovershinnyy,55.37816587743035,141.0965373053022,5,80,22,3
555,cacapava,-23.302837304480462,-45.56752899538745,75,50,40,4
556,ronneby,56.555955883196674,15.267826227705712,41,100,100,4
557,sungaipenuh,-3.540670831729912,99.70032920486227,64,97,100,1
558,karratha,-17.049628124632264,115.61193642802692,84,77,3,10
559,watrous,51.28938275799564,-105.53686936903246,20,97,100,5
560,elbrus,43.4662726589558,42.41484783105952,21,60,79,7
561,kango,0.22278141078781744,10.079978285904332,76,94,18,1
562,staunton,38.09116533055922,-79.48128044710901,39,64,90,5
563,rafaela,-30.906668704884495,-61.514646348703906,73,48,21,1
564,nanning,23.651709730691863,107.86757361807071,48,66,40,6
565,dabat,13.41325202745999,37.13077867761655,50,34,0,1
566,negombo,7.199948986418491,79.18545685956076,69,100,5,5
568,mayna,53.06630492821975,91.75151714185068,2,96,4,3
569,margate,-45.29729012067579,44.230586955016065,41,93,20,12
570,juneau,57.910788663617154,-134.1756843606095,36,94,90,20
571,kieta,3.6485955314990264,161.25501256391595,83,71,1,4
572,tommot,58.60652566027784,126.91470911898148,2,94,98,8
573,palana,58.79602033354999,161.3521629819839,18,76,0,5
575,dwarka,19.162298462690643,65.43676469047767,70,65,0,20
576,ewa beach,18.324107690870974,-158.58900355015888,79,54,40,12
577,kitimat,52.32111036776726,-129.38417487466765,34,93,90,1
578,lhokseumawe,5.496440348407049,97.11062142899362,70,96,94,1
579,wucheng,30.00092168568891,117.8954328075784,33,92,68,2
580,kachug,54.37630045033745,106.39960760197363,-1,85,0,1
581,lata,-9.942122087522762,170.99956703362102,55,98,93,8
584,poum,-20.277843093902703,159.20669500956177,79,78,93,20
585,thunder bay,49.06824272901338,-89.84672491435589,18,85,90,4
586,bloemhof,-27.687767216198623,25.52598143575446,56,22,0,4
587,tomatlan,19.632422301773985,-108.38541720062575,75,57,0,6
588,alice springs,-21.014974216861717,132.8974878392213,93,21,9,17
589,oktyabrskiy,52.64241394102697,153.89047452977354,-1,97,100,5
590,surt,31.365828311075816,17.91109215568983,55,81,0,5
592,launceston,-40.36296847277865,148.54289168847885,67,52,95,16
593,taiyuan,37.575216044825154,112.29256903554221,26,92,78,4
594,kushima,27.839274368902025,135.05329840129076,51,71,40,11
595,shenzhen,20.035520580732495,115.11911559142226,50,61,40,5
596,gurupi,-11.583674891419406,-48.53282653975543,72,97,100,3
598,axim,-4.681724596964443,-2.643157587446069,77,88,24,1
599,cacador,-26.754204039032658,-51.19860678591127,61,96,37,1
600,wanxian,31.450295599964946,108.85616032546278,39,77,97,1
601,gobabis,-22.2555500153658,20.119288312906775,71,19,0,11
602,mikuni,37.38616414626506,134.88893284279146,44,87,75,3
603,asosa,10.922145211943118,33.56775954404546,64,28,3,4
604,vakhtan,58.173369760316945,46.79292107428694,-6,96,25,3
605,arrifes,38.45815806430093,-25.98093472495742,62,100,75,19
606,alihe,50.84550172301607,124.72013196830386,-1,93,0,2
607,kautokeino,67.99399101609356,23.523179021486328,-3,88,92,3
608,roald,71.7795535323005,2.390163947053452,35,65,100,9
609,imbituba,-29.052962173172276,-43.226564137862795,75,88,75,6
610,springfield,28.41896368859912,-85.77639410947988,45,75,1,8
611,paamiut,63.08811538531273,-50.04829053549821,13,65,3,18
612,naryan-mar,68.15769143696124,50.25324264358204,-17,100,60,1
613,foumban,5.313502900316408,11.215435237519756,66,28,0,5
614,meulaboh,2.457960007456137,96.46501764532644,81,76,98,6
615,richards bay,-32.709606936785505,37.080167161358474,71,66,97,4
616,moengo,5.815060282110096,-54.6739845105039,73,98,100,2
618,zambezi,-13.449002391211224,22.696008010702514,64,97,97,6
619,loiza,20.831191171647347,-65.5914739236347,74,88,40,4
620,poltavka,53.71699372065967,71.71767643735538,9,95,100,8
621,nemuro,35.2324720920212,151.5442850441915,19,62,0,2
622,gigmoto,16.981529399757903,130.55644399161525,79,81,27,10
623,burgstadt,51.07290363161928,12.764507956677733,42,84,100,9
624,cabo san lucas,19.674858772317023,-115.26825263596386,69,64,20,12
625,chengam,12.297293915303598,78.86654892925566,63,91,53,1
626,phalaborwa,-23.074296634744016,32.13260255447034,69,83,99,8
627,auki,-6.3484308730187,163.58090691393227,85,68,90,8
628,kathmandu,31.545450675444002,86.20203074663277,39,93,20,3
629,ocean city,38.8975075717299,-74.68924741869627,41,60,90,8
630,santa margherita ligure,43.99904832014505,9.062008361362217,50,82,75,14
631,vila velha,-29.013452857632053,-25.662828091332386,75,94,90,4
632,hastings,-40.17419978870775,177.92666168699566,41,93,40,9
633,kariba,-16.2130546013277,29.073125701115742,70,88,60,4
634,sola,-12.658766459144658,174.14786372165713,78,94,90,15
